review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,lemmatized,topic,theme
ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,CBE,Google Play Store,NEGATIVE,0.8832131028175354,ዳር ኑሮ ላለው ኣፍሪቻን ው,ዳር ኑሮ ላለው ኣፍሪቻን ው,0,App Malfunction & Technical Bugs
riyad mohammed abaoli 92 527 2567,5,2025-10-12,CBE,Google Play Store,POSITIVE,0.9531126022338868,riyad mohammed abaoli,riyad mohammed abaoli,0,App Malfunction & Technical Bugs
it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-11,CBE,Google Play Store,NEGATIVE,0.9994134902954102,it doesnt show bank statement and no options to see transactions for the past months,not bank statement option transaction past month,1,Transaction & Service Reliability Issues
mamma husen,2,2025-10-11,CBE,Google Play Store,POSITIVE,0.9694636464118958,mamma husen,mamma husen,0,App Malfunction & Technical Bugs
3 stars because i can't see all my transaction history apart from the recents and a refresh button has been removed from the recents activity. the app should allow clients to view all of the transactions not just recents.,3,2025-10-11,CBE,Google Play Store,NEGATIVE,0.9932369589805604,stars because i cant see all my transaction history apart from the recents and a refresh button has been removed from the recents activity the app should allow clients to view all of the transactions not just recents,star not transaction history apart recent refresh button remove recent activity app allow client view transaction recent,1,Transaction & Service Reliability Issues
exceptional application from others bank,5,2025-10-10,CBE,Google Play Store,POSITIVE,0.9996663331985474,exceptional application from others bank,exceptional application bank,4,App Performance (Speed & Quality)
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,CBE,Google Play Store,NEGATIVE,0.9849932193756104,it is very nice but i have a serious suggestion when you send to other cbe birr customer it does not show the name of the recipient befor it actually send the money please improve this,nice suggestion send cbe birr customer recipient befor actually send money improve,0,App Malfunction & Technical Bugs
good👍👍👍😊😊😊,5,2025-10-10,CBE,Google Play Store,NEGATIVE,0.6970565915107727,good👍👍👍😊😊😊,good,4,App Performance (Speed & Quality)
really good app,5,2025-10-10,CBE,Google Play Store,POSITIVE,0.9998643398284912,really good app,good app,4,App Performance (Speed & Quality)
smart bank cbe,5,2025-10-10,CBE,Google Play Store,POSITIVE,0.9971417784690856,smart bank cbe,smart bank cbe,0,App Malfunction & Technical Bugs
ali urgesa11,3,2025-10-09,CBE,Google Play Store,NEGATIVE,0.9212201833724976,ali urgesa,ali urgesa,0,App Malfunction & Technical Bugs
it's good,5,2025-10-09,CBE,Google Play Store,POSITIVE,0.9998360872268676,its good,good,4,App Performance (Speed & Quality)
good apps,5,2025-10-09,CBE,Google Play Store,POSITIVE,0.9998608827590942,good apps,good app,4,App Performance (Speed & Quality)
password በጣት አሻራ ቢኖረው መልካም ነበር,4,2025-10-09,CBE,Google Play Store,NEGATIVE,0.8905713558197021,password በጣት አሻራ ቢኖረው መልካም ነበር,password በጣት አሻራ ቢኖረው መልካም ነበር,3,Highly Positive Feedback & Brand Perception
best app i ever seen,5,2025-10-09,CBE,Google Play Store,POSITIVE,0.999450147151947,best app i ever seen,good app see,4,App Performance (Speed & Quality)
it's game changing in financial system,4,2025-10-09,CBE,Google Play Store,POSITIVE,0.9973504543304444,its game changing in financial system,game change financial system,2,"User Experience, Features & Security"
"z,mkt 20_._!8+⅓⅕😘r",1,2025-10-09,CBE,Google Play Store,NEGATIVE,0.9171797633171082,zmkt ⅓⅕😘r,zmkt r,0,App Malfunction & Technical Bugs
will good updating,5,2025-10-08,CBE,Google Play Store,POSITIVE,0.9998600482940674,will good updating,good update,4,App Performance (Speed & Quality)
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,CBE,Google Play Store,NEGATIVE,0.9994321465492249,service charge vat fee everything here is not yours they wanna take what you have everything is not fair,service charge vat fee wanna fair,2,"User Experience, Features & Security"
why removing screenshot feature why?,2,2025-10-08,CBE,Google Play Store,NEGATIVE,0.9981147050857544,why removing screenshot feature why,remove screenshot feature,2,"User Experience, Features & Security"
very good application! thank you all who participate!,5,2025-10-08,CBE,Google Play Store,POSITIVE,0.99987530708313,very good application thank you all who participate,good application thank participate,4,App Performance (Speed & Quality)
application bank commercial ethiopia i am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,CBE,Google Play Store,POSITIVE,0.9998462200164796,application bank commercial ethiopia i am very happy to be able to appear in a great job on a pleasant job,application bank commercial ethiopia happy able appear great job pleasant job,4,App Performance (Speed & Quality)
user compatible app!,5,2025-10-08,CBE,Google Play Store,POSITIVE,0.9933547973632812,user compatible app,user compatible app,2,"User Experience, Features & Security"
"i am trying to access this app on my android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,CBE,Google Play Store,NEGATIVE,0.9972966313362122,i am trying to access this app on my android phone but sometimes doesnt work so kindly try to improve it,try access app android phone not work kindly try improve,0,App Malfunction & Technical Bugs
what an amazing app. you know how much it simplify life. thanks cbe. i proud of you.,5,2025-10-07,CBE,Google Play Store,POSITIVE,0.9998732805252076,what an amazing app you know how much it simplify life thanks cbe i proud of you,amazing app know simplify life thank cbe proud,3,Highly Positive Feedback & Brand Perception
our commercial bank of ethiopia is good !,5,2025-10-06,CBE,Google Play Store,POSITIVE,0.9998595714569092,our commercial bank of ethiopia is good,commercial bank ethiopia good,3,Highly Positive Feedback & Brand Perception
asledin ibsa,5,2025-10-06,CBE,Google Play Store,POSITIVE,0.9360381364822388,asledin ibsa,asledin ibsa,0,App Malfunction & Technical Bugs
terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,CBE,Google Play Store,NEGATIVE,0.9996823072433472,terrible when showing history of transaction it shows in disorganised way,terrible show history transaction show disorganised way,1,Transaction & Service Reliability Issues
my bank,5,2025-10-05,CBE,Google Play Store,NEGATIVE,0.845909595489502,my bank,bank,3,Highly Positive Feedback & Brand Perception
data,5,2025-10-04,CBE,Google Play Store,POSITIVE,0.961766242980957,data,datum,1,Transaction & Service Reliability Issues
"lately i am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that i was working fine a few day ago and also it says when i enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,2025-10-04,CBE,Google Play Store,NEGATIVE,0.9996047616004944,lately i am facing a problem with the app and the problem is when log in and inter my pin it doesnt work at all and says cant sync why does it say that i was working fine a few day ago and also it says when i enter my pin change your pin to digit pin and it doesnt allow me to change it please solve what is the problem with the app,lately face problem app problem log inter pin not work say not sync work fine day ago say enter pin change pin digit pin not allow change solve problem app,0,App Malfunction & Technical Bugs
excellent app with lots of features,5,2025-10-04,CBE,Google Play Store,POSITIVE,0.9998672008514404,excellent app with lots of features,excellent app lot feature,2,"User Experience, Features & Security"
very good 👍 mobile banking,5,2025-10-04,CBE,Google Play Store,POSITIVE,0.9998119473457336,very good 👍 mobile banking,good mobile banking,4,App Performance (Speed & Quality)
so special,5,2025-10-04,CBE,Google Play Store,POSITIVE,0.9998575448989868,so special,special,0,App Malfunction & Technical Bugs
wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,1,2025-10-03,CBE,Google Play Store,NEGATIVE,0.949227809906006,wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,wiiy ewdihiliw esimirt niho yitnehew metgeyot,0,App Malfunction & Technical Bugs
woow cbe,5,2025-10-03,CBE,Google Play Store,POSITIVE,0.8725982308387756,woow cbe,woow cbe,0,App Malfunction & Technical Bugs
cbe the best bank app,4,2025-10-03,CBE,Google Play Store,POSITIVE,0.9993187189102172,cbe the best bank app,cbe good bank app,0,App Malfunction & Technical Bugs
this app cbe bank it's simple and smart i like it.,5,2025-10-03,CBE,Google Play Store,POSITIVE,0.999851942062378,this app cbe bank its simple and smart i like it,app cbe bank simple smart like,4,App Performance (Speed & Quality)
rijalufaris,5,2025-10-02,CBE,Google Play Store,POSITIVE,0.678228497505188,rijalufaris,rijalufaris,0,App Malfunction & Technical Bugs
its best app but i hate the repeatedly update request,5,2025-10-02,CBE,Google Play Store,NEGATIVE,0.9902864098548888,its best app but i hate the repeatedly update request,good app hate repeatedly update request,0,App Malfunction & Technical Bugs
imoo,3,2025-10-02,CBE,Google Play Store,POSITIVE,0.9941620230674744,imoo,imoo,0,App Malfunction & Technical Bugs
"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",1,2025-10-02,CBE,Google Play Store,POSITIVE,0.991557002067566,it was good since it become a robber the vat taxservice chargeunbelievable charge to send to other bank monthly chargeetc i hope one international bank comes and we all leave this bank enough is enough,good robber vat taxservice chargeunbelievable charge send bank monthly chargeetc hope international bank come leave bank,0,App Malfunction & Technical Bugs
screen shoot always not allowed why?,5,2025-10-02,CBE,Google Play Store,NEGATIVE,0.9965750575065612,screen shoot always not allowed why,screen shoot allow,1,Transaction & Service Reliability Issues
enkorabetalen,5,2025-10-01,CBE,Google Play Store,POSITIVE,0.9099953174591064,enkorabetalen,enkorabetalen,0,App Malfunction & Technical Bugs
gamada mahamadi,1,2025-09-30,CBE,Google Play Store,POSITIVE,0.7746045589447021,gamada mahamadi,gamada mahamadi,0,App Malfunction & Technical Bugs
it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,2025-09-30,CBE,Google Play Store,NEGATIVE,0.9974638223648072,it is very good banking web but its network is sometimes busy i hope they willfix the problem,good banking web network busy hope willfix problem,0,App Malfunction & Technical Bugs
verfcasencod,5,2025-09-30,CBE,Google Play Store,NEGATIVE,0.8742530941963196,verfcasencod,verfcasencod,0,App Malfunction & Technical Bugs
you can't get your own transaction history,1,2025-09-29,CBE,Google Play Store,NEGATIVE,0.9996032118797302,you cant get your own transaction history,not transaction history,1,Transaction & Service Reliability Issues
sintu,5,2025-09-29,CBE,Google Play Store,NEGATIVE,0.9596135020256042,sintu,sintu,0,App Malfunction & Technical Bugs
bank of ethiopia,5,2025-09-28,CBE,Google Play Store,POSITIVE,0.9304206371307372,bank of ethiopia,bank ethiopia,3,Highly Positive Feedback & Brand Perception
"all most good, but need improvement",5,2025-09-27,CBE,Google Play Store,NEGATIVE,0.8200955390930176,all most good but need improvement,good need improvement,0,App Malfunction & Technical Bugs
"great application for me,so i would like to rate with solid 5 star.that it works well overall. so hello everyone enjoy the apps",5,2025-09-27,CBE,Google Play Store,POSITIVE,0.999836564064026,great application for meso i would like to rate with solid starthat it works well overall so hello everyone enjoy the apps,great application meso like rate solid starthat work overall hello enjoy app,4,App Performance (Speed & Quality)
poor app all of you guys delete cbe and download boa,1,2025-09-27,CBE,Google Play Store,NEGATIVE,0.9997864365577698,poor app all of you guys delete cbe and download boa,poor app guy delete cbe download boa,0,App Malfunction & Technical Bugs
