review,rating,date,bank,source,sentiment_label,sentiment_score
it's the best money transfer app ever,5,2025-09-05,CBE,Google Play Store,POSITIVE,0.9996806383132935
it is nice,5,2025-09-05,CBE,Google Play Store,POSITIVE,0.9998648166656494
user friendly. best.,5,2025-09-05,CBE,Google Play Store,POSITIVE,0.9997245669364929
🙏,5,2025-09-05,CBE,Google Play Store,NEGATIVE,0.6970565915107727
አሪፍ,5,2025-09-05,CBE,Google Play Store,NEGATIVE,0.6970565915107727
best app!!!,5,2025-09-05,CBE,Google Play Store,POSITIVE,0.9997482895851135
"it is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. so please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. we do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number how can i know who tranfers to me???",4,2025-09-05,CBE,Google Play Store,NEGATIVE,0.9859862327575684
very good app,5,2025-09-05,CBE,Google Play Store,POSITIVE,0.9998675584793091
jabirabdala,5,2025-09-04,CBE,Google Play Store,NEGATIVE,0.9328044652938843
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play Store,NEGATIVE,0.9997835755348206
"i think it is a good app to use easily. however, i have one more comment: the app does not automatically sync or update the balance in real time. please review this issue. for example, when someone transfers money, the receiver's app does not sync automatically. it requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play Store,NEGATIVE,0.9977512955665588
waw!!! i am proud!!! my strong bank works at best even in a remote location here in malabo (ecuatorial guinea). mewolid mubarak cbe!!!,5,2025-09-04,CBE,Google Play Store,POSITIVE,0.9996813535690308
zinaa ahmed,5,2025-09-04,CBE,Google Play Store,POSITIVE,0.924660325050354
absolutely excellent,5,2025-09-03,CBE,Google Play Store,POSITIVE,0.9998593330383301
amazing app,5,2025-09-03,CBE,Google Play Store,POSITIVE,0.9998670816421509
perfect and easy,5,2025-09-03,CBE,Google Play Store,POSITIVE,0.9998718500137329
fastest,5,2025-09-03,CBE,Google Play Store,POSITIVE,0.999160885810852
my account is not working,4,2025-09-03,CBE,Google Play Store,NEGATIVE,0.9997815489768982
the recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play Store,NEGATIVE,0.999637246131897
topp,5,2025-09-01,CBE,Google Play Store,POSITIVE,0.9706206321716309
i appreciate it,5,2025-09-01,CBE,Google Play Store,POSITIVE,0.999839186668396
v.good app,5,2025-09-01,CBE,Google Play Store,POSITIVE,0.9952701926231384
sahib amin jamal,1,2025-08-30,CBE,Google Play Store,POSITIVE,0.8987875580787659
installi,5,2025-08-30,CBE,Google Play Store,NEGATIVE,0.9575467109680176
very good apps,5,2025-08-30,CBE,Google Play Store,POSITIVE,0.9998751878738403
👍👍👍👍,1,2025-08-30,CBE,Google Play Store,NEGATIVE,0.6970565915107727
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,CBE,Google Play Store,NEGATIVE,0.9997796416282654
"i would like to give you some feedback on current update, its very nice and easy to use👍 but in some button there is still not improved for example while iwant to check my recent txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make high txn daily. improve and miximize the txn shown to 300 up to 500. make searchable recent txn button! all in all the bank i relly on! cbe my bank !",5,2025-08-29,CBE,Google Play Store,NEGATIVE,0.9962132573127747
tinishu titiba,5,2025-08-29,CBE,Google Play Store,NEGATIVE,0.715971827507019
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,Google Play Store,POSITIVE,0.9995421171188354
yuuuuu,5,2025-08-29,CBE,Google Play Store,NEGATIVE,0.9227678775787354
i found it very much friendly,5,2025-08-29,CBE,Google Play Store,POSITIVE,0.9997764229774475
"very useful app, while we use cbe.",5,2025-08-28,CBE,Google Play Store,POSITIVE,0.9981263279914856
woooow,5,2025-08-28,CBE,Google Play Store,POSITIVE,0.9561602473258972
redmi,1,2025-08-28,CBE,Google Play Store,POSITIVE,0.9882866740226746
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,Google Play Store,NEGATIVE,0.932232677936554
kamil aweil,5,2025-08-28,CBE,Google Play Store,POSITIVE,0.9943663477897644
in your next update can you come with night mode future,5,2025-08-27,CBE,Google Play Store,NEGATIVE,0.6754571199417114
"truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as telebirr super app, thus, cbe is my top ultimate choice that i prefer over the other bank due to its beautiful power of lead as a result i could recommend cbe to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. thank you !",5,2025-08-27,CBE,Google Play Store,POSITIVE,0.9994266033172607
mayreba app you its better if you use other banks,1,2025-08-27,CBE,Google Play Store,NEGATIVE,0.9957265853881836
not prefect transfer to other bank the mony not deliverd imidetliy take three or five days,1,2025-08-27,CBE,Google Play Store,NEGATIVE,0.9938229322433472
let us know before you shut down the app,4,2025-08-27,CBE,Google Play Store,NEGATIVE,0.9973037242889404
excited,5,2025-08-27,CBE,Google Play Store,POSITIVE,0.9997768998146057
amizing,5,2025-08-26,CBE,Google Play Store,NEGATIVE,0.9881718754768372
love it,5,2025-08-26,CBE,Google Play Store,POSITIVE,0.9998753070831299
yes it is v good,5,2025-08-26,CBE,Google Play Store,POSITIVE,0.9994988441467285
a great update in the mobile banking application. thanks for the system and customization department,5,2025-08-26,CBE,Google Play Store,POSITIVE,0.9994227886199951
this app is smart.,5,2025-08-26,CBE,Google Play Store,POSITIVE,0.9998302459716797
i am happy,5,2025-08-26,CBE,Google Play Store,POSITIVE,0.9998801946640015
still i have not face critical problems sometimes delay to open,4,2025-08-25,CBE,Google Play Store,POSITIVE,0.9847295880317688
ጤና ከድረ,5,2025-08-25,CBE,Google Play Store,NEGATIVE,0.7850590348243713
the connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play Store,NEGATIVE,0.999581515789032
i have forgotten mobail banking password,5,2025-08-25,CBE,Google Play Store,NEGATIVE,0.99432772397995
thank you,5,2025-08-25,CBE,Google Play Store,POSITIVE,0.9998352527618408
muktaar abraahim,5,2025-08-25,CBE,Google Play Store,NEGATIVE,0.9458082318305969
🤞good one,5,2025-08-24,CBE,Google Play Store,POSITIVE,0.8484408259391785
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play Store,NEGATIVE,0.9931118488311768
one of the worst mobile banking apps in ethiopia. you can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play Store,NEGATIVE,0.9997283816337585
i like it and aprshat.,4,2025-08-23,CBE,Google Play Store,POSITIVE,0.999653697013855
"the app has some issues i updated recently and now i am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update i keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play Store,NEGATIVE,0.9994633793830872
best app and easy to use,5,2025-08-23,CBE,Google Play Store,POSITIVE,0.9996281862258911
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play Store,NEGATIVE,0.9990184307098389
list of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play Store,POSITIVE,0.6906006336212158
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play Store,NEGATIVE,0.9997877478599548
i don't like this app and there service fee is highl,5,2025-08-23,CBE,Google Play Store,NEGATIVE,0.9943022727966309
አዲሱ update ጥሩ አይደለም. update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,Google Play Store,NEGATIVE,0.9872555732727051
this application do not show over all transaction history,3,2025-08-23,CBE,Google Play Store,NEGATIVE,0.9990196228027344
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,Google Play Store,NEGATIVE,0.9775184988975525
"this app stooped working after i updated it. it says change password and i did, but it doesn't open with the new password. i don't like it.",1,2025-08-22,CBE,Google Play Store,NEGATIVE,0.9994884729385376
best and secured application,5,2025-08-22,CBE,Google Play Store,POSITIVE,0.9997896552085876
this application is excellent .,5,2025-08-22,CBE,Google Play Store,POSITIVE,0.9998652935028076
"the new update is very bugged. can't view the names of account holders i previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,Google Play Store,NEGATIVE,0.9997369647026062
thise app is great,5,2025-08-22,CBE,Google Play Store,POSITIVE,0.9997069239616394
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,Google Play Store,NEGATIVE,0.9994959831237793
"i love this app. really, but with some downsides too. screenshot is mandatory after every transaction as to me, i need screenshots not downloaded recipient. it would be even better if transaction history is available via this app for months that we can access directly or via calender ways. thanks.",4,2025-08-22,CBE,Google Play Store,NEGATIVE,0.9867143034934998
👍,5,2025-08-22,CBE,Google Play Store,NEGATIVE,0.6970565915107727
it is good app,5,2025-08-22,CBE,Google Play Store,POSITIVE,0.9998652935028076
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,Google Play Store,POSITIVE,0.9997432827949524
"i use the commercial bank of ethiopia mobile app, and it’s fantastic! the interface is user-friendly, making it easy to check balances and transfer money. i love the bill payment feature, and the security measures give me peace of mind. overall, it’s a reliable app that has simplified my banking experience. highly recommend!",5,2025-08-22,CBE,Google Play Store,POSITIVE,0.9998327493667603
i don' want,5,2025-08-22,CBE,Google Play Store,NEGATIVE,0.9935491681098938
"it's very nice simple and convenient app! but i have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,Google Play Store,NEGATIVE,0.7717221975326538
one of the best,5,2025-08-22,CBE,Google Play Store,POSITIVE,0.9998641014099121
"why is it every time the app is updated history of previous account numbers keeps missing , why??",1,2025-08-21,CBE,Google Play Store,NEGATIVE,0.9994832277297974
you guys charge way to much when we transfer money from cbe to telebirr via this app,3,2025-08-21,CBE,Google Play Store,NEGATIVE,0.9921815395355225
not bad apk,1,2025-08-21,CBE,Google Play Store,POSITIVE,0.9990298748016357
yes these app is so good for our saving and marketing system go ethiopia go!!!,5,2025-08-21,CBE,Google Play Store,POSITIVE,0.9989866614341736
best mobile banking app that have seen .,5,2025-08-21,CBE,Google Play Store,POSITIVE,0.9996659755706787
it's very helpful apps,5,2025-08-21,CBE,Google Play Store,POSITIVE,0.9997400641441345
every major update means you have to go back to ethiopia to make the app work. in 2025?,2,2025-08-20,CBE,Google Play Store,NEGATIVE,0.9881246089935303
"unable to connect, pls. improve the system",5,2025-08-20,CBE,Google Play Store,NEGATIVE,0.9995279312133789
well app,5,2025-08-20,CBE,Google Play Store,POSITIVE,0.9993765950202942
"smart service but, your service charge is too high",5,2025-08-20,CBE,Google Play Store,NEGATIVE,0.997087299823761
perfect 👌 keep,5,2025-08-20,CBE,Google Play Store,POSITIVE,0.99981290102005
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,Google Play Store,NEGATIVE,0.9480838775634766
excellent plus,5,2025-08-20,CBE,Google Play Store,POSITIVE,0.9998642206192017
would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play Store,NEGATIVE,0.9983863830566406
so disappointing :((,1,2025-08-20,CBE,Google Play Store,NEGATIVE,0.9998121857643127
what nice app i never usedyet,4,2025-08-20,CBE,Google Play Store,POSITIVE,0.9993265867233276
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play Store,NEGATIVE,0.7793749570846558
"this app is pretty good. the recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why i gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play Store,NEGATIVE,0.9711772799491882
send money for some account but don't reserved ball,5,2025-08-19,CBE,Google Play Store,NEGATIVE,0.9694756269454956
very good🙏🙏,5,2025-08-19,CBE,Google Play Store,POSITIVE,0.8243637084960938
i recognized thank you,5,2025-08-19,CBE,Google Play Store,POSITIVE,0.9998434782028198
best feature!!,5,2025-08-19,CBE,Google Play Store,POSITIVE,0.9998444318771362
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play Store,NEGATIVE,0.9997368454933167
good bank ethiopian very nic,5,2025-08-18,CBE,Google Play Store,POSITIVE,0.9994763731956482
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play Store,POSITIVE,0.9907084703445435
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play Store,NEGATIVE,0.9865872263908386
change mobile banking cbe,5,2025-08-18,CBE,Google Play Store,NEUTRAL,0.582142174243927
the process of updating is not functioning easily. installing is easy than updating. screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play Store,NEGATIVE,0.7523461580276489
adisi deti,5,2025-08-17,CBE,Google Play Store,POSITIVE,0.7580509781837463
this app is the good apps,5,2025-08-17,CBE,Google Play Store,POSITIVE,0.999853253364563
